object_id,province_code,road,pk_start_km,pk_end_km,aadt_total,aadt_heavy,aadt_light,aadt_motorcycles,aadt_cars,aadt_cars_caravan,aadt_vans,aadt_tractors,aadt_rigid_trucks,aadt_articulated_trucks,aadt_road_trains,aadt_special_vehicles,aadt_buses,speed_avg_kph,speed_light_kph,speed_heavy_kph,aadt_pct_ascending,aadt_pct_descending,year,shape_length_m
195,21,N-435,125,128.4,1698,253,1445,73,1195,17,158,2,91,142,0,1,19,,,,,,2022,3398.193921593034
196,10,N-110,382.2,387.5,4592,166,4426,69,4160,26,171,0,115,35,0,4,12,87.9,88.1,81.6,,,2022,5264.120270821555
197,21,H-31,79.7,83.9,40346,3544,36802,686,33853,114,2149,0,897,2496,43,0,108,107.7,108.6,97.8,50.5477618599118,49.4522381400882,2022,4489.8169106345185
198,23,A-4,298.067,309.2,15497,5018,10479,124,9540,9,806,0,1096,3536,298,9,79,,,,49.8612634703491,50.1387365296509,2022,10508.825853148755
199,6,N-523,37.042,42,3185,501,2684,23,2494,18,142,7,170,252,21,0,58,,,,,,2022,4933.016367014185
200,25,N-260R,0.4,1.428,2536,107,2429,257,2028,0,144,0,17,18,0,0,72,,,,,,2022,1555.3845063271526
201,9,A-1,167.7,171,20473,3897,16576,247,14826,162,1341,0,681,2822,174,33,187,117.2,123.9,90.7,49.3723440629121,50.6276559370879,2022,3164.158286005674
202,17,N-260,0,4.2,1685,33,1652,95,1411,43,103,0,19,5,0,0,9,45.8,45.9,39.3,,,2022,3790.902824944625
203,21,A-49,129.1,131.2,9202,705,8497,120,7766,75,536,0,235,392,17,0,61,110.4,112.3,93.1,49.869593566616,50.130406433384,2022,2102.7564719463758
204,6,N-630,719.1,722.8,1459,103,1356,46,1181,15,114,0,77,6,2,0,18,,,,,,2022,3523.867498059059
205,5,N-110,273,274.1,4189,235,3954,113,3451,35,355,0,90,98,7,1,39,,,,,,2022,1069.1745033191623
206,17,N-260,94.8,102.6,3968,262,3706,250,3038,24,394,0,179,63,0,0,20,77.6,78.3,68.7,,,2022,7725.992541408438
207,9,N-1,153,154,5051,1130,3921,66,3590,19,246,0,275,746,41,0,68,,,,,,2022,1018.1650478936962
208,21,N-435,129.3,131.1,1461,301,1160,59,958,14,127,2,109,168,0,2,22,75,75,75.1,,,2022,1774.7780814583846
209,12,N-234,57.18,59.3,2246,687,1559,56,1362,5,136,0,78,578,14,4,13,65.3,66.3,61.5,,,2022,1995.2688795700021
210,10,N-630,494.6,499.7,299,28,271,2,258,0,11,0,16,11,0,0,1,,,,,,2022,5129.2538994039505
211,25,LL-11,0,3.3,16945,2427,14518,139,12626,59,1694,0,953,1305,54,12,103,99.1000000000001,101.2,86.3000000000001,50.3452345824727,49.6547654175273,2022,3406.3353344754087
212,10,A-5,170.4,177.4,19914,2785,17129,61,16031,89,948,0,595,1859,163,15,153,120.1,124.4,95,50.758260520237,49.241739479763,2022,6869.01867971517
213,15,SC-20,4.152,6.9,60350,2170,58180,392,54038,67,3683,0,1877,185,20,1,87,58.3,58.5,54.1,50.182270091135,49.817729908865,2022,2751.112365577374
214,4,A-7S,700.7,704,17985,3658,14327,181,13254,76,816,0,1187,2285,71,27,88,,,,46.8612732832916,53.1387267167084,2022,3299.732861184346
215,26,N-232,426.6,427.4,6115,529,5586,139,4885,43,499,20,83,377,28,8,33,,,,,,2022,773.324702990909
216,9,N-234,434,435.6,2734,454,2280,54,1944,12,266,4,121,306,17,2,8,,,,,,2022,1589.4173467214423
217,25,N-240,89,89.729,8296,2335,5961,174,4900,43,844,0,563,1654,53,4,61,82.2,84.7,73.9,,,2022,734.7908991361447
218,25,AP-2,172.4,181.1,20273,6539,13734,22,11846,85,1781,0,616,5539,315,27,42,114.3,124.7,93.6,49.7952942337099,50.2047057662901,2022,8691.60521891615
219,11,A-4,645.056,645.8,47745,2124,45621,366,42829,73,2353,0,352,1490,60,9,213,92.3,92.7,85,49.7518064718819,50.2481935281181,2022,735.0203281592211
220,12,A-23,36.8,41.2,15215,4032,11183,425,9859,114,785,0,392,3396,168,17,59,109.9,120.1,86.8,50.3450542228064,49.6549457771936,2022,4386.254496563461
221,26,N-232,456.9,457.5,3726,652,3074,38,2701,45,279,11,102,466,34,10,40,,,,,,2022,671.1100111947834
222,5,N-6,98,103.2,7271,2955,4316,103,3917,32,264,0,601,2144,146,32,32,,,,,,2022,5177.7944929759815
223,13,A-41,194.4,196.8,7621,420,7201,123,6547,15,516,0,240,151,3,4,22,112.1,113.7,90.3,47.2116520141714,52.7883479858286,2022,2403.5483160825142
224,14,N-432A,257.7,262.065,207,22,185,8,147,4,24,2,10,6,0,0,6,,,,,,2022,4244.599677249571
225,9,A-73,58.83,62.05,3191,699,2492,49,2338,0,105,0,65,598,30,0,6,123.1,131.5,96.6,54.3403321842683,45.6596678157317,2022,0
226,26,N-120,16.266,17.8,1224,126,1098,51,916,22,106,3,11,87,5,1,22,68.3,69,61.6,,,2022,1573.3492495045125
227,6,N-5,384.1,390.3,4832,276,4556,77,4151,16,312,0,144,98,2,0,32,,,,,,2022,6310.606953420923
228,22,N-330,537.9,538.6,347,46,301,18,266,2,12,3,18,25,0,0,3,82.7,83.4,77.5,,,2022,699.6433106726714
229,17,AP-7N,64.1,66.5,75445,17112,58333,164,53002,355,4812,0,7456,8852,635,34,135,111.4,116.7,93.1,49.0569288885943,50.9430711114057,2022,2328.5434538128843
230,24,A-6,371.3,378.2,12615,2324,10291,54,9568,62,607,0,375,1755,58,23,113,,,,52.8814902893381,47.1185097106619,2022,6886.886793445006
231,10,A-66,544.1,551.2,11272,2649,8623,218,8010,47,348,0,518,1977,82,22,50,116.2,123.7,92.9,48.9531582682754,51.0468417317246,2022,6712.662214777182
232,22,N-240,311.3,311.9,2523,207,2316,64,2047,34,167,4,67,116,7,0,17,,,,,,2022,601.4983885735444
233,23,N-322,179.6,183.8,6130,497,5633,103,4681,37,800,12,239,232,10,1,15,73.5,74.1,68.3,,,2022,3923.0474629200166
234,10,A-66,503.2,506.17,12761,2736,10025,140,9385,82,418,0,488,2009,163,19,57,113.4,120.7,89.1,51.9786850560301,48.0213149439699,2022,2973.8565037439207
235,26,N-120,24.9,27,2738,241,2497,123,2183,29,154,8,20,167,10,2,42,,,,,,2022,2159.4545830994402
236,11,CA-34,1.582,3.1,37378,1956,35422,1509,32320,75,1518,0,700,810,34,23,389,81.3,81.7,74.1,49.0261651238697,50.9738348761303,2022,1229.1667473885445
237,18,A-7S,883.514,889.1,19480,3938,15542,241,14009,64,1228,0,1604,2086,130,2,116,110.5,112.4,103.2,47.8490759753593,52.1509240246407,2022,5337.17401193059
238,9,A-1,163.1,167.7,20473,3897,16576,247,14826,162,1341,0,681,2822,174,33,187,117.2,123.9,90.7,49.3723440629121,50.6276559370879,2022,4732.134086416166
239,26,N-232,379.5,384,5749,699,5050,61,4143,5,833,8,121,542,19,3,14,,,,,,2022,4412.305673141769
240,24,N-120,236,238.1,161,14,147,3,121,3,19,1,6,6,1,0,1,,,,,,2022,2120.9493823518164
241,14,N-4,371.3,372.7,6516,420,6096,126,5542,86,342,0,279,141,0,0,0,,,,,,2022,1388.532140716536
242,13,N-430,279.8,280.3,3481,709,2772,77,2386,10,291,8,161,517,17,3,11,,,,,,2022,505.23835495857475
243,11,CA-36,0,2.06,19270,1099,18171,787,16389,5,990,0,429,343,6,4,317,91.3,91.7,84.3,49.6211728074728,50.3788271925272,2022,2095.7128975911264
244,16,A-31,0,0.75,12736,1933,10803,179,10153,12,459,0,416,1328,96,9,84,123,127.9,98.6,49.9136306532663,50.0863693467337,2022,1267.7206986939689
245,17,N-2,736.2,739.5,5775,327,5448,197,4467,94,684,6,270,37,2,3,15,84.1,84.4,78.8,,,2022,3190.3405734832013
246,2,N-322,408.5,412.3,1470,185,1285,42,975,4,259,5,52,117,6,1,9,,,,,,2022,3738.715155148879
247,27,A-6,488.5,493.4,16999,2974,14025,0,13013,82,930,0,859,1994,67,24,30,109.8,114.3,86.5,51.0088828754633,48.9911171245367,2022,5174.184548601054
248,10,N-630,487.8,488.1,4454,413,4041,33,3829,5,174,0,223,165,0,0,25,78.1,78.8,70.5,,,2022,299.94060635092933
249,25,A-2,506.9,509.5,30716,8289,22427,285,19830,115,2197,0,1092,6662,406,26,103,102.1,106.3,89.9,48.4600859486912,51.5399140513088,2022,2578.0816958773576
250,19,A-2,47.3,50.5,78666,12948,65718,1346,61708,15,2649,0,3833,8494,330,21,270,112.8,116.2,94.5,49.1658425696415,50.8341574303585,2022,3269.9610167015985
251,15,AC-14,7.2,10.373,25857,1243,24614,257,22233,83,2041,0,726,462,12,2,41,101.8,102.4,89.9,46.6798159105851,53.3201840894149,2022,3081.3602243848154
252,8,N-340,1242.8,1243.87,35005,3303,31702,2486,25154,3,4059,0,1772,1116,18,10,387,71.9,71.9,71.8,52.2011141265534,47.7988858734467,2022,1145.1408520592263
253,13,A-41,161.15,163.6,11005,704,10301,145,9429,39,688,0,188,471,5,0,40,,,,49.9954566106315,50.0045433893685,2022,3686.2413916009627
254,24,N-630,185.8,186.9,1390,330,1060,27,907,7,119,0,100,198,11,0,21,93.3,95.3,86.8,,,2022,1077.3118902455938
255,19,N-320,224,227.1,3199,310,2889,110,2448,27,304,0,98,198,7,0,7,,,,,,2022,2998.267275077519
256,15,N-651,20.8,21.1,14341,550,13791,275,11784,77,1655,0,355,103,4,2,86,39.8,39.7,40.9,,,2022,311.2078168012213
257,17,N-260,17.4,25.5,9784,272,9512,387,7984,107,1033,1,234,15,0,0,23,65.3,65.4,64.2,,,2022,8072.768161728747
258,9,N-623,16.8,19,858,75,783,38,715,0,30,0,21,45,2,0,7,,,,,,2022,2205.0412607617304
259,6,N-630,729.7,730.1,381,73,308,15,255,5,33,0,62,1,1,0,9,,,,,,2022,392.2382968886724
260,6,N-523,64.7,80.4,4919,411,4508,58,4082,28,338,2,106,273,12,2,18,,,,50.1727993494613,49.8272006505387,2022,15750.600728513225
261,10,N-630,499.7,503.2,299,28,271,2,258,0,11,0,16,11,0,0,1,,,,,,2022,3527.887727129612
262,15,N-651,28.46,30,10220,335,9885,261,8435,31,1158,0,225,22,2,0,86,53.1,53.2,52.5,,,2022,1556.3142832976166
263,23,N-432A,385.4,386.21,2227,82,2145,77,1970,0,89,9,59,4,0,0,19,62,62.3,57.3,,,2022,943.4391707613031
264,18,N-323,181.2,187.1,2510,239,2271,211,1840,12,208,0,117,78,6,0,38,75.8,72.1,89.6,,,2022,6071.794743579805
265,3,N-340,722.5,726.1,14999,711,14288,669,11935,36,1648,0,557,63,5,0,86,65.5,65.6,63.5,,,2022,3570.6266505951558
266,5,N-501,4,5,975,123,852,23,741,12,75,1,44,63,2,0,14,,,,,,2022,1172.1880941980885
267,5,N-502,45.1,46.8,1795,122,1673,38,1466,27,141,1,53,54,6,0,9,74,74.4,67.8,,,2022,1688.6072754525615
268,27,N-120,523.3,526,4400,618,3782,90,3356,23,313,0,200,353,28,3,34,89.7,90.5,85,,,2022,2602.507628362699
269,12,A-7,276.7,281.5,35401,5537,29864,453,26456,66,2889,0,1374,3964,120,19,60,107,109.8,90.2,45.820739527132,54.179260472868,2022,4780.310179052763
270,6,N-430,133.5,138.5,4666,888,3778,15,3294,51,416,2,109,745,25,1,8,97.7,99.9,88.8,,,2022,5001.5727415697775
271,24,A-6,378.2,382.6,18233,3142,15091,79,14029,92,891,0,581,2260,111,32,158,112.6,116.5,91.2,53.2112104426041,46.7887895573959,2022,4397.902320154781
272,12,N-234,17.78,19.5,207,59,148,0,118,4,26,0,15,41,2,0,1,,,,,,2022,1528.1951316977088
273,21,N-433,98.4,100.7,3550,999,2551,67,2238,12,234,0,515,382,16,2,84,,,,,,2022,2299.505060353532
274,26,A-13,0,2.5,30551,1956,28595,112,25996,158,2329,0,449,1349,81,2,75,84.1,84.5,78.2,50.6988314621453,49.3011685378547,2022,1517.4316207538766
275,19,N-211,43,43.2,2398,538,1860,45,1713,5,93,4,86,421,6,7,18,,,,,,2022,211.58621826327817
276,13,N-420A,160.97,162.58,2441,134,2307,9,2124,5,169,0,77,48,1,1,7,,,,,,2022,1903.6583522061014
277,24,N-601,279.3,285.697,2477,435,2042,42,1850,16,134,0,146,240,18,0,31,,,,,,2022,6552.996409818763
278,24,N-625,39.7,40.8,2976,288,2688,25,2230,39,394,0,216,50,2,0,20,,,,,,2022,1149.3827601311748
279,9,N-232,492.7,500.5,883,149,734,90,546,6,87,5,40,93,1,0,15,,,,,,2022,7585.877808460083
280,9,A-1,238.2,242.5,37802,10908,26894,695,24012,285,1902,0,1863,8250,386,38,371,113.3,121.3,93.9,50.2777630813184,49.7222369186816,2022,4209.931895722752
281,2,A-31,125.89,136.1,16395,2608,13787,179,12984,68,556,0,580,1778,134,11,105,119.3,124.4,95.1,50.3873132052455,49.6126867947545,2022,10011.120567792925
282,26,N-111,304.8,310,3520,550,2970,300,2386,26,256,2,88,396,29,0,37,,,,,,2022,5173.678591745096
283,2,N-322,266.3,268.7,1516,201,1315,91,990,10,222,2,101,90,4,2,4,75.6,76.7,70,,,2022,2361.322414129619
284,24,N-601,310.8,314.9,4456,244,4212,80,3603,72,456,1,124,92,8,0,20,72,72.4,65.6,,,2022,4199.957664775176
285,30,AP-7N,811.8,814.1,11794,830,10964,34,9516,78,1336,0,376,410,14,0,30,,,,50,50,2022,2296.825429440728
286,3,N-332,95.81,97.85,30193,1483,28710,1369,24343,314,2677,7,990,171,33,2,287,,,,49.9983439870169,50.0016560129831,2022,2158.3099549902163
287,22,N-330,654.4,665.833,4119,421,3698,300,3227,53,118,0,100,221,12,0,88,68.3,69.2,62.4,,,2022,10912.380523450252
288,6,N-5,332.7,334.4,4056,705,3351,75,3036,9,231,0,351,233,16,0,105,,,,,,2022,1711.9392892556107
289,3,A-31,220.6,223.3,53846,7829,46017,669,41148,170,4030,0,1684,5567,257,8,313,106.2,109,89.5,49.6415704044869,50.3584295955131,2022,2657.253781292894
290,10,A-66,555.2,563.9,12214,2233,9981,169,9010,135,667,0,554,1478,66,26,109,116.4,122.8,92,50.6058621254298,49.3941378745702,2022,8146.604354910726
291,6,A-66,665.8,670.498,18647,3890,14757,270,12799,138,1550,0,829,2846,87,11,117,114.3,122.9,92.1,50.8446398884539,49.1553601115461,2022,4707.373641225489
292,17,N-2,755.43,759.257,13312,1437,11875,495,10145,161,1063,11,894,478,21,5,39,,,,,,2022,3853.7346600270535
293,10,N-630,563.6,564.1,2832,181,2651,47,2487,3,114,0,68,68,2,2,41,66.9,67.3,61.4,,,2022,507.08532267691925
294,15,N-6,579.6,580,14481,1691,12790,334,10524,85,1847,0,843,702,21,3,122,64.6,62.7,78.9,,,2022,398.28679140593573
295,9,N-232,480.7,482.2,883,149,734,90,546,6,87,5,40,93,1,0,15,,,,,,2022,1458.7702708180625
296,26,N-232,374.6,379.5,6047,735,5312,64,4359,6,875,8,103,600,18,2,12,,,,,,2022,4721.088900906691
297,16,A-40,308.7,309.86,8791,667,8124,19,7532,5,568,0,255,322,25,1,64,107.2,106.3,110.8,50.153566147196,49.846433852804,2022,1742.3660699059321
298,5,N-501,34.2,41,641,64,577,15,502,8,51,1,23,32,1,0,8,,,,,,2022,6841.721722809133
299,22,N-260,374.8,383.8,1738,250,1488,85,1347,5,51,0,147,74,4,0,25,,,,,,2022,9056.672102545694
300,25,A-2,443.758,445.7,10628,2909,7719,288,6310,86,1035,0,478,2282,87,29,33,109.4,116,90.8,48.6262702295822,51.3737297704178,2022,1949.844864789697
301,24,N-621,62.13,63.4,2982,163,2819,141,2102,41,535,0,91,36,0,0,36,,,,,,2022,1423.2441108023459
302,8,N-340,1222.4,1229.07,5851,342,5509,447,4352,1,709,0,188,144,1,1,8,75.3,75.6,71.8,,,2022,6587.8089409634895
303,26,N-120,32,34.6,96,8,88,1,76,2,9,0,1,5,0,0,2,,,,,,2022,2677.081137804902
304,9,N-1,253.5,254,2530,682,1848,67,1555,25,200,1,95,547,30,5,5,90.9,92.9,84.9,,,2022,503.2665024816842
305,43,AP-7N,321.6,344.98,28093,9967,18126,124,16186,75,1741,0,4110,5167,149,25,516,107.9,117.9,90.8,49.3966468515289,50.6033531484712,2022,23433.841243547467
306,17,N-2A,2.2,6,20681,833,19848,217,18313,0,1285,33,574,77,0,0,182,,,,,,2022,3842.2779212484893
307,2,N-322,278,279.6,1903,234,1669,104,1246,22,293,4,85,121,10,2,16,,,,,,2022,1574.1971864228458
308,17,N-260,175.1,176.6,211,10,201,4,173,3,21,0,5,3,1,0,1,,,,,,2022,1497.2629526356416
309,6,N-5,373.065,373.815,297,17,280,2,260,1,17,0,8,6,0,0,3,,,,,,2022,726.693798372017
310,10,N-630A,471.35,472.1,8094,151,7943,164,7415,35,329,0,99,40,1,0,11,43.5,43.4,43.1,,,2022,715.7394212080159
311,24,N-6,317.3,320,1352,96,1256,29,1125,10,83,9,39,40,3,0,14,,,,,,2022,2677.478591365855
312,8,B-23,0,0.2,97994,2723,95271,4368,86315,4,4584,0,1590,665,15,10,443,81.4,81.5,76.3,51.0398595832398,48.9601404167602,2022,184.52160145662202
313,6,A-5,379.6,381,20978,3179,17799,76,16803,44,876,0,866,2026,120,14,153,113.5,117.8,92,52.621794260654,47.378205739346,2022,1404.9586285965993
314,23,A-32,62.75,66.75,6010,467,5543,47,4716,34,746,0,219,217,19,0,12,117.9,120.1,91.8,49.6339434276206,50.3660565723794,2022,0
315,19,N-211,82.4,91.55,1474,361,1113,27,1025,3,56,2,57,282,4,5,13,,,,,,2022,9187.199812819483
316,21,N-433,106.1,109.3,3579,421,3158,82,2749,41,286,0,217,161,7,1,35,70.6,70.9,66.7,,,2022,3324.9395559033605
317,10,N-521,150.2,152.17,1537,106,1431,86,1286,10,49,0,14,89,2,1,0,69.8,70.1,66.1,,,2022,2115.1436629271257
318,27,A-54,16.8,23.3,5595,703,4892,8,4150,64,670,0,188,444,45,0,26,113.7,116.6,93.2,49.3297587131367,50.6702412868633,2022,6458.848382565986
319,3,N-340,706.1,708.07,9006,434,8572,377,7027,30,1138,0,357,38,1,0,38,,,,,,2022,1953.2982399839427
320,9,N-1,176.9,177.4,98,21,77,4,65,2,6,0,5,13,1,0,2,,,,,,2022,340.6708623194449
321,30,AP-7N,786.3,790.5,27506,1674,25832,164,22864,182,2622,0,758,828,28,0,60,,,,50,50,2022,4184.547791886677
322,21,N-431,113.33,114.4,12453,1058,11395,215,10410,67,698,5,517,408,10,0,123,61.5,61.1,64.3,,,2022,1082.8566133838601
323,21,A-49,59.8,74.7,33195,5491,27704,163,25802,105,1634,0,1041,4175,99,6,170,110.2,110.8,104.9,51.3902696189185,48.6097303810815,2022,14862.479991840588
324,24,N-601,322.1,323,9592,348,9244,152,8061,76,955,0,156,154,7,0,31,68.4,68.7,62.8,52.4395329441201,47.5604670558799,2022,922.0018158452322
325,24,N-6,291.7,294,675,50,625,0,577,5,43,0,23,22,0,0,5,,,,,,2022,2185.038558900518
326,11,A-7S,1091.2,1091.6,26001,886,25115,908,23092,84,1031,0,350,384,7,6,139,,,,50.6095919387716,49.3904080612284,2022,0
327,11,CA-34,0,1.582,37378,1956,35422,1509,32320,75,1518,0,700,810,34,23,389,81.3,81.7,74.1,49.0261651238697,50.9738348761303,2022,1596.4659179841906
328,23,A-44,26,36.2,27212,3997,23215,229,21305,48,1633,0,1044,2593,172,15,173,116.9,121,93.4,51.3155960605615,48.6844039394385,2022,10184.094963068974
329,4,N-340A,519.4,519.65,1102,60,1042,51,926,2,63,0,35,17,0,0,8,77.6,78.2,69.7,,,2022,226.2947472714803
330,9,N-1,146.6,146.9,5051,1130,3921,66,3590,19,246,0,275,746,41,0,68,,,,,,2022,368.2753487895166
331,15,A-6,559.8,565.2,17749,3591,14158,86,12264,70,1738,0,830,2519,112,13,117,110.8,113.8,97.9,51.749394332075,48.250605667925,2022,5421.591631675041
332,22,N-230,74.6,81.5,4440,633,3807,109,3529,30,132,7,173,426,10,0,24,,,,,,2022,6828.109926037437
333,24,N-120,334,334.6,10500,1550,8950,65,8072,84,726,3,537,933,32,10,38,,,,,,2022,622.818992133975
334,9,BU-30,9.4,17.6,4382,950,3432,86,2988,23,335,0,180,700,37,10,23,109.2,114.2,90.3,45.778183477864,54.221816522136,2022,8113.361393943849
335,5,N-110,346.4,347,3066,209,2857,91,2443,31,291,1,128,36,2,2,41,,,,,,2022,598.6812667187564
336,13,A-43,85.6,90.9,9502,3301,6201,134,5733,29,305,0,357,2826,69,19,30,,,,91.1176594401179,8.88234055988213,2022,5315.899072688681
337,6,N-630,613.5,617.4,175,10,165,7,128,3,27,0,6,2,0,0,2,62.9,62.7,64.1,,,2022,4000.5793197661933
338,25,AP-2,120.5,126.9,19609,7958,11651,18,10049,73,1511,0,751,6739,383,33,52,112.3,125.3,93.1,49.5741751236677,50.4258248763323,2022,6548.964556884391
339,22,N-330,630,632.8,4645,544,4101,88,3779,22,205,7,264,89,10,0,181,,,,,,2022,2811.094347511221
340,2,N-430,463.7,476,2877,235,2642,41,2416,20,154,11,69,141,5,1,19,74.9,75.3,70.6,,,2022,11518.069082488646
341,5,N-502,12.4,20.7,2111,158,1953,44,1712,31,165,1,68,71,8,0,11,,,,,,2022,8308.752783015447
342,11,A-4,649.3,654.9,37867,1937,35930,608,33574,85,1663,0,896,862,31,2,146,104.5,105.2,91.9,50.4264927245359,49.5735072754641,2022,5595.924828531076
343,5,A-50,23.9,35.3,7247,1014,6233,75,5599,39,520,0,267,602,37,2,106,119.7,123.5,96.6,50.3656685525045,49.6343314474955,2022,11267.207005557624
344,16,N-400,101,103.6,547,52,495,0,427,3,63,2,43,7,2,0,0,,,,,,2022,2645.926728530633
345,6,N-5,383,384.1,4832,276,4556,77,4151,16,312,0,144,98,2,0,32,,,,,,2022,1114.2278454299385
346,13,N-401,165.2,170,6095,370,5725,59,4981,21,661,3,195,151,4,0,20,90.3,90.8,80.7,,,2022,5160.04237175906
347,9,N-122,286.6,291.1,5222,1845,3377,93,2946,21,308,9,297,1474,38,4,32,94.2,98.8,87.9,,,2022,4558.943304055545
348,4,AP-7N,885.66,889.9,2400,495,1905,8,1651,14,232,0,224,245,8,0,18,,,,50,50,2022,4240.87734404785
349,15,SC-11,0,1.2,17646,293,17353,160,15380,36,1777,0,172,27,2,1,91,71,71.1,66.5,57.2084325059504,42.7915674940496,2022,1168.358943847147
350,2,N-322,245.38,249.4,1252,153,1099,76,827,9,186,1,77,69,3,1,3,,,,,,2022,3955.1855161439757
351,16,N-400,119.8,122.32,547,52,495,0,427,3,63,2,43,7,2,0,0,,,,,,2022,2564.4516450772207
352,29,A-7S,1070.65,1071,39802,4059,35743,439,33386,30,1888,0,2256,1589,44,6,164,105.5,107.1,90.9,49.889452791317,50.110547208683,2022,414.89839922074896
353,24,AP-66,141.4,143.1,7643,1214,6429,30,5753,28,618,0,500,630,18,4,62,,,,49.9934580662044,50.0065419337956,2022,1772.6386801592137
354,2,A-30,47.8,51.5,14623,2780,11843,85,11027,67,664,0,472,2135,68,10,95,119.8,126,92,50.7488203515011,49.2511796484989,2022,3632.3257505099687
355,12,N-340,996.7,1009.67,4625,592,4033,113,3536,28,356,0,298,252,4,3,35,72.5,72.8,71.3,,,2022,12989.048848419732
356,14,N-432,198.9,200.7,5067,532,4535,85,4257,14,179,0,122,346,19,0,45,77.8,78,75.6,,,2022,1888.0234298857745
357,16,A-40,286,293.2,4638,471,4167,20,3851,3,293,0,179,228,17,3,44,114.2,117.2,91.8,47.2833117723157,52.7166882276843,2022,7209.129669317338
358,23,N-322,127.1,133.8,1922,75,1847,23,1582,15,224,3,39,29,2,0,5,,,,,,2022,6813.3835133085395
359,15,N-525,332.5,336,10033,800,9233,94,7831,62,1244,2,390,329,31,2,48,59.9,59.9,60.3,,,2022,3543.362512223476
360,13,N-430C,0.6,1.465,18863,777,18086,527,16471,39,1049,0,453,130,4,0,190,43.9,44.2,38.5,56.5869691989609,43.4130308010391,2022,920.5186808844622
361,5,N-403,130.53,132,3519,242,3277,35,2831,21,390,0,119,105,3,1,14,89,90.1,74.7,,,2022,1137.47338577574
362,13,N-420,164.3,165.2,602,25,577,19,510,2,43,3,6,16,0,0,3,,,,,,2022,880.7922537932789
363,16,N-320,172.2,181.7,1204,220,984,6,877,2,91,8,49,151,13,1,6,89.9,92.8,76.7,,,2022,9469.757062729237
364,14,N-432A,159.54,160.8,164,17,147,2,117,2,25,1,7,7,0,0,3,,,,,,2022,1327.8150248971385
365,13,N-430,385.4,395.341,1133,103,1030,21,892,2,107,8,56,31,2,0,14,96.6,97.8,85.6,,,2022,10091.824926366764
366,4,A-7S,783.55,786.3,48105,5702,42403,1168,39083,41,2111,0,2329,2057,74,8,1234,,,,49.944912171292,50.055087828708,2022,2547.0408775295723
367,9,N-1,296.9,302,2566,645,1921,122,1482,52,264,1,48,528,46,20,3,100.4,104.4,88.8,,,2022,5054.928164146339
368,22,A-22,26.8,32.9,8984,1472,7512,188,6827,60,437,0,402,1004,42,5,19,115.7,120.8,91.1,49.1540516473731,50.8459483526269,2022,6121.332299321599
369,15,AC-12,7.1,7.4,26316,1180,25136,83,21898,52,3103,0,760,297,24,0,99,60.4,60.5,57.8,49.4262045903633,50.5737954096367,2022,290.44850582621035
370,23,A-44,58.7,77,22560,3474,19086,291,17297,93,1405,0,823,2238,158,10,245,107.3,110.7,89.7,50.177304964539,49.822695035461,2022,18307.1687378592
371,12,N-340,1012.4,1017.675,5544,403,5141,191,4464,30,456,0,55,330,12,1,5,86.6,86.9,83.1,,,2022,5280.691313146192
372,25,N-230,178.1,181.859,4531,504,4027,265,3495,34,227,6,177,256,11,1,59,67.3,67.7,64.3,,,2022,3719.8977995462324
373,17,N-260,180.3,187.7,8378,390,7988,216,6846,61,855,10,236,91,12,0,51,,,,,,2022,6944.885334710087
374,9,N-120,77.99,88.99,5525,1263,4262,251,3479,93,426,13,125,1020,57,15,46,,,,,,2022,10832.266163251645
375,29,A-7S,989,990.949,51698,5352,46346,392,43329,64,2561,0,2429,2479,129,5,310,110.8,113.2,90.4,49.5802545553019,50.4197454446981,2022,2668.1525303668036
376,18,A-44,156.5,159.646,32191,2056,30135,491,27575,12,2057,0,802,1121,27,3,103,110.2,112.3,87.1,51.4491628094809,48.5508371905191,2022,3141.6640980574934
377,5,N-110,263.9,266.5,5606,315,5291,126,4655,41,467,2,165,114,6,1,29,,,,,,2022,2527.2575623747402
378,5,N-110,328.4,328.9,1840,130,1710,55,1461,19,174,1,80,22,1,1,26,93.4,94.1,84.9,,,2022,498.82816631362584
379,15,N-6,566.7,568.3,3771,512,3259,130,2643,22,464,0,255,213,7,1,36,,,,,,2022,1579.1879950698878
380,2,N-322,326.3,326.9,4406,349,4057,158,3120,33,741,5,138,186,4,8,13,70.6,70.8,68.4,,,2022,590.3126194977731
381,5,N-110,343,344.5,3066,209,2857,91,2443,31,291,1,128,36,2,2,41,,,,,,2022,1496.6089875525731
382,5,N-110,288,288.8,4354,243,4111,99,3615,32,363,2,128,88,4,1,22,,,,,,2022,815.2437238636728
